textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),Cleaned_Review,Sentiment
ec946f285d,"tired as heck, i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work.",negative,noon,21-30,Chad,16425864.0,1259200.0,13.0,tired as heck i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work,Negative
0b25a31b7e,is surfin`..,neutral,night,31-45,Chile,19116201.0,743532.0,26.0,is surfin,Neutral
d2a3207aae, did you see star trek? now i can`t sleep.........too much action. can`t wind down!!!,neutral,morning,46-60,China,1439323776.0,9388211.0,153.0, did you see star trek now i cant sleeptoo much action cant wind down,Negative
5dbb7ae2a3,i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.,neutral,noon,60-70,Colombia,50882891.0,1109500.0,46.0,i got a freakin macbook hoorayyy but i freakin deleted phootbooth,Neutral
151779dfad,ok. over exagerrated. twitter is not to bad.... i guess.,neutral,night,70-100,Comoros,869601.0,1861.0,467.0,ok over exagerrated twitter is not to bad i guess,Negative
c4393e4cba, happy mothers day!  tell ur mom that`s she an awesome madre & such a great example to the archuleta familia!!,positive,morning,0-20,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0, happy mothers day  tell ur mom thats she an awesome madre  such a great example to the archuleta familia,Positive
88051e4bea," good morning to you, however it`s night time for me, so i am off to bed *hugs* have a great day",positive,noon,21-30,Costa Rica,5094118.0,51060.0,100.0, good morning to you however its night time for me so i am off to bed hugs have a great day,Positive
845495ffac,but i do know is that i am extremely happy with him and wouldn`t change him for the world and don`t want anybody else.,positive,night,31-45,Croatia,4105267.0,55960.0,73.0,but i do know is that i am extremely happy with him and wouldnt change him for the world and dont want anybody else,Positive
241afcd4ec,getting the fab portraits ready to upload today,positive,morning,46-60,Cuba,11326616.0,106440.0,106.0,getting the fab portraits ready to upload today,Positive
eb85ce805d, you have dsl? welcome to 2009!,positive,noon,60-70,Cyprus,1207359.0,9240.0,131.0, you have dsl welcome to ,Positive
a04227ef4e,missing my mom today. we made it a 'date' every year to get our flowers together. this yr i was alone. felt so weird,negative,night,70-100,Czechia (Czech Republic),10708981.0,77240.0,139.0,missing my mom today we made it a date every year to get our flowers together this yr i was alone felt so weird,Negative
98c11bdba8,its too hot in my room. i wanna go swimming.,negative,morning,0-20,Democratic Republic of the Congo,89561403.0,2267050.0,40.0,its too hot in my room i wanna go swimming,Positive
11634e3bf7, we`ve got a pool still boxed up because i need to level a suitable patch of ground before we can set it up.,neutral,noon,21-30,Denmark,5792202.0,42430.0,137.0, weve got a pool still boxed up because i need to level a suitable patch of ground before we can set it up,Positive
944cb46d62, http://twitpic.com/4so0u - ooo i wish i was her  he`s hot,positive,night,31-45,Djibouti,988000.0,23180.0,43.0,   ooo i wish i was her  hes hot,Positive
c9dfbf4275, i have a new found respect for you now that i know you know the konami code!,neutral,morning,46-60,Dominica,71986.0,750.0,96.0, i have a new found respect for you now that i know you know the konami code,Positive
1c2a41d71e, at work at the mo and it`s so sunny here today   off to see a band tonight!!,neutral,noon,60-70,Dominican Republic,10847910.0,48300.0,225.0, at work at the mo and its so sunny here today   off to see a band tonight,Neutral
c5d1af4ed5, ace @ the exams!,neutral,night,70-100,Ecuador,17643054.0,248360.0,71.0, ace  the exams,Neutral
8c582b0575,it`s sooo hot 2day!! put a ton of sunblock on before jogging; still think my face burnt though!,negative,morning,0-20,Egypt,102334404.0,995450.0,103.0,its sooo hot day put a ton of sunblock on before jogging still think my face burnt though,Positive
db331541b6," my name is jason, but sunshine works too.",neutral,noon,21-30,El Salvador,6486205.0,20720.0,313.0, my name is jason but sunshine works too,Neutral
82c72d7fd0, took my forum access away   fail.,negative,night,31-45,Equatorial Guinea,1402985.0,28050.0,50.0, took my forum access away   fail,Negative
ade8ce79b8,"lied last weekend when she said she wouldn`t get upset, just an fyi.",neutral,morning,46-60,Eritrea,3546421.0,101000.0,35.0,lied last weekend when she said she wouldnt get upset just an fyi,Neutral
80d96cab37," hahaha! guess you will have to reinforce your skates, haha... remember who u r my friend, our semi-god with a gluten intolence",positive,noon,60-70,Estonia,1326535.0,42390.0,31.0, hahaha guess you will have to reinforce your skates haha remember who u r my friend our semigod with a gluten intolence,Positive
2a054d9205, yeah i want to know what that is too!,neutral,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164.0,17200.0,67.0, yeah i want to know what that is too,Neutral
2f8250d0df,the day goes on and on...i think im gonna write a song about it! still thinking itã¯â¿â½s impossible for me to get a true friend  why????,negative,morning,0-20,Ethiopia,114963588.0,1000000.0,115.0,the day goes on and oni think im gonna write a song about it still thinking its impossible for me to get a true friend  why,Negative
0c83190ad8,"omg i meant  <3 you`re the perfect wolverine,sir  hehe",positive,noon,21-30,Fiji,896445.0,18270.0,49.0,omg i meant   youre the perfect wolverinesir  hehe,Positive
7ebaf21cf7,hanging out with my babyy,neutral,night,31-45,Finland,5540720.0,304000.0,18.0,hanging out with my babyy,Neutral
cabf8f9dea, not yet.... too early in the am,neutral,morning,46-60,France,65273511.0,547557.0,119.0, not yet too early in the am,Positive
706a860942,"_tron oh god, whose tire?",neutral,noon,60-70,Gabon,2225734.0,257670.0,9.0,tron oh god whose tire,Neutral
5de3c34293,i am the only arabic girl who`s online  every one is  a sleep ..,neutral,night,70-100,Gambia,2416668.0,10120.0,239.0,i am the only arabic girl whos online  every one is  a sleep ,Neutral
327f378bd9,i ate something i don`t know what it is... why do i keep telling things about food,neutral,morning,0-20,Georgia,3989167.0,69490.0,57.0,i ate something i dont know what it is why do i keep telling things about food,Neutral
9d187014d5,good morning... iã¯â¿â½m soooo tierd,neutral,noon,21-30,Germany,83783942.0,348560.0,240.0,good morning im soooo tierd,Positive
e4f5ac16a7,_n where can i get some?,neutral,night,31-45,Ghana,31072940.0,227540.0,137.0,n where can i get some,Neutral
7120ebfa1b,  just wanna be there tonight,neutral,morning,46-60,Greece,10423054.0,128900.0,81.0,  just wanna be there tonight,Neutral
1b64ea8f30,it`s only 10:30 and i am going to bed! brain can`t focus at all.. need a fresh new start. i pray that god grants me a fresh tomorrow.,neutral,noon,60-70,Grenada,112523.0,340.0,331.0,its only  and i am going to bed brain cant focus at all need a fresh new start i pray that god grants me a fresh tomorrow,Positive
954f523ded," very well, nothing flash - but different to chocolate 4 a change. good 2 meet u yesterday  gr8 atmosphere & discussion",positive,night,70-100,Guatemala,17915568.0,107160.0,167.0, very well nothing flash  but different to chocolate  a change good  meet u yesterday  gr atmosphere  discussion,Positive
ed4b3d03eb,i took my antibiotics and i still feel like ****,negative,morning,0-20,Guinea,13132795.0,246000.0,53.0,i took my antibiotics and i still feel like ,Neutral
87187923db,how can you guys lived in a city (paris)where u spend you entire life in the trafficjam...grrrr ...m` not used to it anymore,neutral,noon,21-30,Guinea-Bissau,1968001.0,28120.0,70.0,how can you guys lived in a city pariswhere u spend you entire life in the trafficjamgrrrr m not used to it anymore,Neutral
bd13675621,...nomore adventure time,negative,night,31-45,Guyana,786552.0,196850.0,4.0,nomore adventure time,Neutral
e389e41385,"happy bank holiday monday, tweeteramas! i`ll be spending the day doing yoga and having ocd attacks. you?",positive,morning,46-60,Haiti,11402528.0,27560.0,414.0,happy bank holiday monday tweeteramas ill be spending the day doing yoga and having ocd attacks you,Positive
88375a5f3e,"laura`s gone for the weekend, i miss her already!",negative,noon,60-70,Holy See,801.0,0.0,2003.0,lauras gone for the weekend i miss her already,Neutral
7257f9b2b0,had nutella croissant+mango+melon+coffee and a lovely stalk of iris for breakfast in bed courtesy of n  have the house to myself til noon,positive,night,70-100,Honduras,9904607.0,111890.0,89.0,had nutella croissantmangomeloncoffee and a lovely stalk of iris for breakfast in bed courtesy of n  have the house to myself til noon,Positive
d80d99b28c,whuuurrrrr - glands really swollen now. guess the weekend`s a blow out.,negative,morning,0-20,Hungary,9660351.0,90530.0,107.0,whuuurrrrr  glands really swollen now guess the weekends a blow out,Positive
f6d3caf9ed,all my spare time seems `twill be spent doing homework this weekend.,neutral,noon,21-30,Iceland,341243.0,100250.0,3.0,all my spare time seems twill be spent doing homework this weekend,Negative
a00246028f,lazzzzzzzzzzzzzzzy monday !! bank holiday  nicole why haven`t u direct msged me yet ?!!!,negative,night,31-45,India,1380004385.0,2973190.0,464.0,lazzzzzzzzzzzzzzzy monday  bank holiday  nicole why havent u direct msged me yet ,Positive
57f432f582,"yummy yum-cha for mother`s day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x",positive,morning,46-60,Indonesia,273523615.0,1811570.0,151.0,yummy yumcha for mothers day with mum dad arcel and eggpants  yuuuuuum  ,Neutral
14193ff01c,5 things this twitterer could do without  http://mikefrizzi.com/blog/?p=192 src  / i like this guy.,positive,noon,60-70,Iran,83992949.0,1630000.0,52.0, things this twitterer could do without   src   i like this guy,Neutral
07a8205fee,i wanna be at bea as well!!!!   #bea09,neutral,night,70-100,Iraq,40222493.0,434320.0,93.0,i wanna be at bea as well   bea,Neutral
11e23ea0ed, lol -catch me if u can,neutral,morning,0-20,Ireland,4937786.0,68890.0,72.0, lol catch me if u can,Positive
9198679ac1,stupid wireless!!,negative,noon,21-30,Israel,8655535.0,21640.0,400.0,stupid wireless,Negative
348804d270," hahaah! crys, you blowing the fuses is a typical move",negative,night,31-45,Italy,60461826.0,294140.0,206.0, hahaah crys you blowing the fuses is a typical move,Negative
dd7a9fb210,"spirit week! tuesday have to be in make up by eight so i can die later. school wednesday and thursday then, finally sleep in on friday!!",negative,morning,46-60,Jamaica,2961167.0,10830.0,273.0,spirit week tuesday have to be in make up by eight so i can die later school wednesday and thursday then finally sleep in on friday,Neutral
839095ea38,"http://twitpic.com/66nbd - ready for our 3d jonas brothers experience. real brothers, not included",neutral,noon,60-70,Japan,126476461.0,364555.0,347.0,  ready for our d jonas brothers experience real brothers not included,Positive
fb10c20429,has a saw thumb from playing virtua tennis...,neutral,night,70-100,Jordan,10203134.0,88780.0,115.0,has a saw thumb from playing virtua tennis,Neutral
f52e7e5a88," we`re off.  i`m sorry. parents coming in around 10-11, gonna eat with them, then house-hunt in richardson. raaaain cheeeck",negative,morning,0-20,Kazakhstan,18776707.0,2699700.0,7.0, were off  im sorry parents coming in around  gonna eat with them then househunt in richardson raaaain cheeeck,Negative
db4a79059a,just saw a dooope bmw 6 series parked with the top back....to bad it was raining,negative,noon,21-30,Kenya,53771296.0,569140.0,94.0,just saw a dooope bmw  series parked with the top backto bad it was raining,Negative
9114d80bac,laundry time and lots of it!,neutral,night,31-45,Kiribati,119449.0,810.0,147.0,laundry time and lots of it,Neutral
7674cfa90a," ha ha, no, will be thankful i am not dragging them up a mountain today",positive,morning,46-60,Kuwait,4270571.0,17820.0,240.0, ha ha no will be thankful i am not dragging them up a mountain today,Neutral
7dc87b5fc5,"had a great time with mpix shootout, just great  thanks mpix...",positive,noon,60-70,Kyrgyzstan,6524195.0,191800.0,34.0,had a great time with mpix shootout just great  thanks mpix,Positive
6328fd1b81,"weather is lovely, i`m headed home via supermarket. planning to spend some quality time knitting tonight.",positive,night,70-100,Laos,7275560.0,230800.0,32.0,weather is lovely im headed home via supermarket planning to spend some quality time knitting tonight,Positive
0473875c4a,sad ending to the softball season.,negative,morning,0-20,Latvia,1886198.0,62200.0,30.0,sad ending to the softball season,Negative
3709c4e1be,women in science & technology conference in la jolla - what an interesting day!  met some really great people!,positive,noon,21-30,Lebanon,6825445.0,10230.0,667.0,women in science  technology conference in la jolla  what an interesting day  met some really great people,Positive
962ca0488f,_ well their not gonna fit her in with this big long advertisement,neutral,night,31-45,Lesotho,2142249.0,30360.0,71.0, well their not gonna fit her in with this big long advertisement,Positive
